
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
2.536,642.093,332.819,-43.341,332.862,43.343,9.073,-0.003,9.073,-0.022,5.318,0.489,28.591,-80.615,9.79,0.038,1.84e-5,-0.458,-0.012,2.08e4,4331,10.878,0.082,213.7,176.1,2.403,0.985,6.068e7,0,697.77,0.567,0.567,0.244,0.09,0.233,0.005,0.012,-4.742e-4,0,0,0,0,-2.052e-6,0.043,15.7,190,88.694,0.053,1.888,10.826,938.7,337.86,0.05,0.188
2.586,658.68,330.664,-42.86,330.707,42.861,9.338,-0.004,9.338,-0.022,5.3,0.289,28.591,-80.615,9.79,0.057,1.602e-5,0.344,0.012,2.08e4,4331,10.878,0.082,213.6,176.1,2.391,0.979,6.021e7,0,687.678,0.567,0.567,0.245,0.091,0.231,0.008,0.021,6.591e-5,0,0,0,0,1.073e-6,0.042,15.7,190,88.694,0.057,1.746,10.719,936.9,337.794,0.05,0.191
2.636,675.16,328.533,-42.377,328.576,42.381,9.603,-0.004,9.603,-0.022,5.282,0.574,28.591,-80.615,9.79,0.022,1.511e-5,1.146,0.025,2.08e4,4331,10.878,0.082,213.6,176.1,2.392,0.973,5.975e7,0,677.787,0.567,0.567,0.245,0.092,0.23,0.003,0.008,-4.789e-4,0,0,0,0,1.341e-5,0.042,15.7,190,88.751,0.038,1.711,10.611,935,337.729,0.05,0.201
2.686,691.534,326.426,-41.903,326.468,41.915,9.866,-0.004,9.866,-0.021,5.241,0.998,28.591,-80.615,9.79,0.038,2.119e-5,-0.974,0.019,2.08e4,4331,10.878,0.082,213.4,176.1,2.382,0.967,5.929e7,0,668.106,0.567,0.567,0.246,0.092,0.228,0.005,0.012,-4.942e-4,0,0,0,0,-9.616e-6,0.042,15.7,190,88.808,-0.025,1.733,10.505,933.2,337.665,0.05,0.205
2.736,707.803,324.343,-41.443,324.384,41.46,10.127,-0.004,10.127,-0.021,5.183,1.203,28.591,-80.615,9.79,0.057,2.493e-5,-0.115,0.013,2.08e4,4331,10.878,0.082,213.2,176.1,2.369,0.961,5.883e7,0,658.622,0.567,0.567,0.247,0.093,0.227,0.009,0.022,2.862e-4,0,0,0,0,-1.637e-7,0.042,15.7,190,88.866,-0.115,1.751,10.399,931.4,337.601,0.05,0.209
2.786,723.968,322.282,-40.996,322.323,41.012,10.384,-0.004,10.384,-0.021,5.122,1.161,28.591,-80.615,9.79,0.057,1.632e-5,0.917,0.049,2.08e4,4331,10.878,0.082,213.1,176.1,2.363,0.955,5.838e7,0,649.323,0.567,0.567,0.248,0.094,0.226,0.009,0.021,2.247e-4,0,0,0,0,8.516e-6,0.041,15.7,190,88.808,-0.115,1.862,10.294,929.6,337.537,0.05,0.212
2.836,740.031,320.243,-40.568,320.283,40.574,10.639,-0.004,10.639,-0.021,5.074,0.674,28.591,-80.615,9.79,0.005,2.155e-5,-1.432,0.344,2.08e4,4331,10.878,0.082,213.2,176.1,2.368,0.949,5.794e7,0,640.215,0.567,0.567,0.249,0.094,0.224,6.348e-4,0.001,3.789e-4,0,0,0,0,-2.117e-5,0.041,15.7,190,88.751,-0.057,1.837,10.19,927.8,337.474,0.05,0.215
2.886,755.993,318.225,-40.154,318.265,40.156,10.892,-0.004,10.892,-0.021,5.052,0.375,28.591,-80.615,9.79,0.05,2.051e-5,-0.974,0.022,2.08e4,4331,10.878,0.082,212.9,176.1,2.352,0.943,5.75e7,0,631.465,0.567,0.567,0.25,0.095,0.223,0.007,0.016,-4.116e-4,0,0,0,0,-9.372e-6,0.041,15.7,190,88.694,0.022,1.912,10.086,926,337.411,0.05,0.219
2.936,771.854,316.227,-39.743,316.268,39.744,11.145,-0.004,11.145,-0.022,5.037,0.279,28.591,-80.615,9.79,0.057,1.702e-5,-0.115,0.022,2.08e4,4331,10.878,0.082,212.8,176.1,2.342,0.938,5.707e7,0,622.874,0.568,0.568,0.25,0.096,0.222,0.009,0.02,-3.698e-4,0,0,0,0,-1.958e-7,0.04,15.7,190,88.637,0.057,1.961,9.983,924.2,337.349,0.05,0.223
2.986,787.616,314.25,-39.332,314.291,39.335,11.396,-0.004,11.396,-0.021,5.02,0.484,28.591,-80.615,9.79,0.034,1.473e-5,0.63,0.012,2.08e4,4331,10.878,0.082,212.8,176.1,2.341,0.932,5.664e7,0,614.432,0.568,0.568,0.251,0.097,0.22,0.005,0.01,2.76e-4,0,0,0,0,4.39e-6,0.04,15.7,190,88.694,0.057,2.018,9.88,922.5,337.286,0.05,0.225
3.036,803.28,312.294,-38.928,312.334,38.935,11.646,-0.004,11.646,-0.021,4.989,0.725,28.591,-80.615,9.79,0.005,2.542e-5,-0.802,0.024,2.08e4,4331,10.878,0.082,212.8,176.1,2.34,0.926,5.622e7,0,606.143,0.568,0.568,0.252,0.097,0.219,6.78e-4,0.002,3.315e-4,0,0,0,0,-6.973e-6,0.04,15.7,190,88.751,-0.007,2.004,9.779,920.7,337.225,0.05,0.226
3.086,818.846,310.358,-38.532,310.397,38.544,11.895,-0.004,11.895,-0.021,4.946,0.947,28.591,-80.615,9.79,0.042,2.189e-5,-0.516,0.004,2.08e4,4331,10.878,0.082,212.5,176.1,2.327,0.921,5.58e7,0,598.01,0.568,0.568,0.253,0.098,0.218,0.006,0.013,-7.614e-6,0,0,0,0,-2.641e-6,0.04,15.7,190,88.751,-0.057,2.01,9.678,919,337.163,0.05,0.229
3.136,834.316,308.441,-38.146,308.48,38.16,12.141,-0.004,12.141,-0.021,4.896,1.017,28.591,-80.615,9.79,0.055,2.15e-5,0.172,-0.007,2.08e4,4331,10.878,0.082,212.4,176.1,2.318,0.915,5.539e7,0,590.025,0.569,0.569,0.253,0.099,0.216,0.007,0.017,9.646e-5,0,0,0,0,3.069e-7,0.039,15.7,190,88.751,-0.115,2.048,9.577,917.3,337.103,0.05,0.231
3.186,849.69,306.543,-37.771,306.581,37.782,12.384,-0.005,12.384,-0.021,4.846,0.915,28.591,-80.615,9.79,0.04,2.029e-5,0.859,-0.004,2.08e4,4331,10.878,0.082,212.3,176.1,2.314,0.91,5.498e7,0,582.18,0.569,0.569,0.254,0.1,0.215,0.005,0.012,1.057e-4,0,0,0,0,8.19e-6,0.039,15.7,190,88.751,-0.115,2.113,9.477,915.5,337.042,0.05,0.232
3.236,864.97,304.663,-37.403,304.701,37.412,12.626,-0.005,12.626,-0.021,4.804,0.785,28.591,-80.615,9.79,0.018,2.014e-5,1.203,-0.04,2.08e4,4331,10.878,0.082,212.3,176.1,2.312,0.904,5.457e7,0,574.482,0.569,0.569,0.255,0.1,0.214,0.002,0.005,-1.004e-4,0,0,0,0,1.629e-5,0.039,15.7,190,88.694,-0.02,2.274,9.378,913.8,336.982,0.05,0.233
3.286,880.157,302.803,-36.994,302.84,36.997,12.865,-0.005,12.865,-0.021,4.771,0.52,28.591,-80.615,9.79,0.027,2.531e-5,-1.203,-0.051,2.08e4,4331,10.878,0.082,212.2,176.1,2.304,0.899,5.417e7,0,565.834,0.568,0.568,0.255,0.1,0.213,0.004,0.008,-2.887e-4,0,0,0,0,-1.601e-5,0.039,15.7,190,88.637,0.052,2.357,9.279,912.1,336.922,0.05,0.235
3.336,895.251,300.968,-36.413,301.005,36.414,13.103,-0.005,13.103,-0.022,4.751,0.329,28.591,-80.615,9.789,0.057,1.85e-5,-0.573,-0.026,2.08e4,4331,10.878,0.082,212,176.1,2.292,0.894,5.378e7,0,553.652,0.564,0.564,0.256,0.096,0.212,0.008,0.018,-2.098e-4,0,0,0,0,-3.807e-6,0.039,15.7,190,88.579,0.057,2.4,9.181,910.4,336.863,0.05,0.236
3.386,910.254,299.161,-35.859,299.198,35.859,13.34,-0.005,13.34,-0.021,4.74,0.159,28.591,-80.615,9.789,0.057,1.933e-5,0.286,-0.016,2.08e4,4331,10.878,0.082,211.8,176.1,2.281,0.888,5.339e7,0,542.053,0.56,0.56,0.256,0.093,0.211,0.011,0.026,-3.792e-4,0,0,0,0,8.832e-7,0.038,15.7,190,88.579,0.033,2.271,9.083,908.8,336.803,0.05,0.238
3.436,925.167,297.382,-35.32,297.419,35.323,13.577,-0.005,13.577,-0.021,4.727,0.449,28.591,-80.615,9.789,0.034,2.59e-5,1.146,-0.044,2.08e4,4331,10.878,0.082,211.9,176.1,2.285,0.883,5.301e7,0,531.005,0.556,0.556,0.256,0.09,0.209,0.005,0.011,-2.178e-4,0,0,0,0,1.607e-5,0.038,15.7,190,88.637,-0.03,2.308,8.986,907.1,336.745,0.05,0.24
3.486,939.993,295.629,-34.804,295.666,34.814,13.812,-0.005,13.812,-0.021,4.695,0.8,28.591,-80.615,9.789,0.03,1.289e-5,-1.089,-0.032,2.08e4,4331,10.878,0.082,211.8,176.1,2.28,0.878,5.263e7,0,520.456,0.552,0.552,0.256,0.087,0.208,0.004,0.009,-2.223e-4,0,0,0,0,-1.43e-5,0.038,15.7,190,88.694,-0.057,2.334,8.89,905.5,336.686,0.05,0.244
3.536,954.731,293.901,-34.314,293.937,34.328,14.046,-0.005,14.046,-0.021,4.648,0.985,28.591,-80.615,9.789,0.057,1.468e-5,-0.516,-0.009,2.08e4,4331,10.878,0.082,211.6,176.1,2.268,0.873,5.226e7,0,510.351,0.548,0.548,0.257,0.084,0.207,0.009,0.02,4.196e-4,0,0,0,0,-2.967e-6,0.038,15.7,190,88.694,-0.115,2.305,8.794,903.8,336.628,0.05,0.248
3.586,969.383,292.197,-33.849,292.233,33.861,14.277,-0.005,14.277,-0.021,4.599,0.911,28.591,-80.615,9.789,0.057,1.796e-5,0.286,-0.03,2.08e4,4331,10.878,0.082,211.6,176.1,2.264,0.868,5.19e7,0,500.64,0.545,0.545,0.257,0.082,0.206,0.008,0.017,-4.02e-4,0,0,0,0,9.044e-7,0.037,15.7,190,88.694,-0.044,2.236,8.699,902.2,336.57,0.05,0.251
3.636,983.951,290.515,-33.405,290.551,33.412,14.506,-0.005,14.506,-0.021,4.559,0.684,28.591,-80.615,9.789,0.019,1.893e-5,0.688,-0.034,2.08e4,4331,10.878,0.082,211.6,176.1,2.267,0.864,5.154e7,0,491.302,0.542,0.542,0.257,0.079,0.205,0.002,0.006,-4.818e-4,0,0,0,0,6.329e-6,0.037,15.7,190,88.694,0.008,2.171,8.604,900.5,336.513,0.05,0.254
3.686,998.435,288.856,-32.977,288.891,32.981,14.733,-0.006,14.733,-0.022,4.53,0.525,28.591,-80.615,9.789,0.01,1.789e-5,-0.688,-0.057,2.08e4,4331,10.878,0.082,211.5,176.1,2.263,0.859,5.118e7,0,482.324,0.539,0.539,0.257,0.077,0.204,0.001,0.003,-2.629e-4,0,0,0,0,-6.315e-6,0.037,15.7,190,88.637,0.037,2.208,8.51,898.9,336.456,0.05,0.258
3.736,1012.837,287.217,-32.566,287.253,32.568,14.959,-0.006,14.959,-0.022,4.508,0.334,28.591,-80.615,9.789,0.045,1.43e-5,-0.458,8.422e-4,2.08e4,4331,10.878,0.082,211.4,176.1,2.251,0.854,5.083e7,0,473.695,0.536,0.536,0.258,0.075,0.203,0.006,0.013,-4.179e-4,0,0,0,0,-2.588e-6,0.037,15.7,190,88.637,0.049,2.174,8.417,897.4,336.399,0.05,0.261
3.786,1027.157,285.599,-32.165,285.635,32.167,15.184,-0.006,15.184,-0.021,4.493,0.351,28.591,-80.615,9.789,0.041,1.943e-5,0.115,-0.015,2.08e4,4331,10.878,0.082,211.3,176.1,2.247,0.849,5.049e7,0,465.373,0.533,0.533,0.258,0.073,0.202,0.005,0.012,-2.176e-4,0,0,0,0,9.775e-8,0.037,15.7,190,88.637,0.032,2.212,8.323,895.9,336.343,0.05,0.265
3.836,1041.397,284.001,-31.779,284.036,31.781,15.409,-0.006,15.409,-0.021,4.475,0.34,28.591,-80.615,9.789,0.041,1.645e-5,0.458,-0.025,2.08e4,4331,10.878,0.082,211.2,176.1,2.242,0.845,5.015e7,0,457.331,0.531,0.531,0.258,0.071,0.201,0.005,0.013,3.973e-4,0,0,0,0,2.759e-6,0.036,15.7,190,88.637,-0.003,2.126,8.231,894.3,336.287,0.05,0.267
3.886,1055.557,282.421,-31.4,282.456,31.405,15.632,-0.006,15.632,-0.021,4.455,0.525,28.591,-80.615,9.789,0.003,1.778e-5,0.745,-0.229,2.08e4,4331,10.878,0.082,211.3,176.1,2.245,0.84,4.982e7,0,449.552,0.528,0.528,0.258,0.07,0.2,4.15e-4,0.001,3.713e-4,0,0,0,0,7.543e-6,0.036,15.7,190,88.637,-0.043,2.13,8.139,892.8,336.231,0.05,0.27
3.936,1069.639,280.86,-31.034,280.895,31.041,15.854,-0.006,15.854,-0.021,4.424,0.669,28.591,-80.615,9.789,0.028,2.271e-5,-0.573,-0.035,2.08e4,4331,10.878,0.082,211.1,176.1,2.235,0.836,4.949e7,0,442.014,0.526,0.526,0.259,0.068,0.199,0.004,0.008,2.999e-4,0,0,0,0,-4.612e-6,0.036,15.7,190,88.694,-0.057,2.104,8.047,891.3,336.176,0.05,0.272
3.986,1083.644,279.318,-30.682,279.352,30.69,16.074,-0.006,16.074,-0.021,4.389,0.694,28.591,-80.615,9.789,0.037,1.69e-5,-0.286,-0.003,2.08e4,4331,10.878,0.082,211,176.1,2.229,0.831,4.916e7,0,434.697,0.524,0.524,0.259,0.066,0.198,0.005,0.01,2.36e-4,0,0,0,0,-9.755e-7,0.036,15.7,190,88.694,-0.057,2.031,7.956,889.8,336.12,0.05,0.275
4.036,1097.571,277.792,-30.341,277.826,30.348,16.293,-0.006,16.293,-0.021,4.355,0.681,28.591,-80.615,9.789,0.036,2.029e-5,0.115,-0.023,2.08e4,4331,10.878,0.082,210.9,176.1,2.225,0.827,4.884e7,0,427.598,0.521,0.521,0.259,0.065,0.198,0.005,0.01,-3.789e-4,0,0,0,0,1.164e-7,0.036,15.7,190,88.751,-0.037,2.008,7.866,888.4,336.066,0.05,0.279
4.086,1111.423,276.283,-30.008,276.317,30.017,16.51,-0.006,16.51,-0.021,4.319,0.741,28.591,-80.615,9.789,0.049,2.222e-5,0.458,-0.013,2.08e4,4331,10.878,0.082,210.8,176.1,2.218,0.822,4.852e7,0,420.717,0.519,0.519,0.259,0.064,0.197,0.006,0.014,-3.276e-4,0,0,0,0,3.268e-6,0.035,15.7,190,88.694,0.005,2.142,7.776,886.9,336.011,0.05,0.28
4.136,1125.2,274.791,-29.689,274.824,29.695,16.725,-0.006,16.725,-0.021,4.285,0.596,28.591,-80.615,9.789,0.02,1.701e-5,0.859,-0.057,2.08e4,4331,10.878,0.082,210.9,176.1,2.219,0.818,4.821e7,0,414.013,0.517,0.517,0.259,0.062,0.196,0.003,0.006,-1.931e-4,0,0,0,0,1.101e-5,0.035,15.7,190,88.694,0.033,2.175,7.686,885.4,335.957,0.05,0.281
4.186,1138.903,273.314,-29.382,273.348,29.383,16.938,-0.006,16.938,-0.021,4.262,0.304,28.591,-80.615,9.789,0.04,1.711e-5,-0.802,-0.027,2.08e4,4331,10.878,0.082,210.7,176.1,2.211,0.814,4.79e7,0,407.482,0.515,0.515,0.26,0.061,0.195,0.005,0.012,-6.347e-5,0,0,0,0,-8.689e-6,0.035,15.7,190,88.637,0.032,2.081,7.597,884,335.903,0.05,0.282
4.236,1152.532,271.853,-29.08,271.886,29.08,17.151,-0.006,17.151,-0.021,4.252,0.151,28.591,-80.615,9.789,0.057,1.708e-5,-0.229,-0.007,2.08e4,4331,10.878,0.082,210.6,176.1,2.201,0.81,4.759e7,0,401.13,0.513,0.513,0.26,0.06,0.194,0.009,0.021,-2.855e-4,0,0,0,0,-6.482e-7,0.035,15.7,190,88.579,0.015,2.026,7.509,882.5,335.849,0.05,0.283
4.286,1166.088,270.406,-28.782,270.44,28.782,17.364,-0.006,17.364,-0.021,4.245,0.161,28.591,-80.615,9.789,0.057,1.856e-5,0.458,-0.006,2.08e4,4331,10.878,0.082,210.5,176.1,2.197,0.805,4.729e7,0,394.939,0.512,0.512,0.26,0.058,0.193,0.009,0.02,6.581e-5,0,0,0,0,3.004e-6,0.035,15.7,190,88.637,-0.005,1.988,7.42,881.1,335.796,0.05,0.283
4.336,1179.573,268.975,-28.488,269.008,28.489,17.576,-0.006,17.576,-0.021,4.234,0.316,28.591,-80.615,9.789,0.034,1.581e-5,0.917,-0.037,2.08e4,4331,10.878,0.082,210.6,176.1,2.2,0.801,4.699e7,0,388.902,0.51,0.51,0.26,0.057,0.192,0.004,0.01,-4.159e-4,0,0,0,0,1.292e-5,0.034,15.7,190,88.637,-0.039,1.964,7.333,879.6,335.743,0.05,0.284
4.386,1192.986,267.557,-28.2,267.591,28.205,17.787,-0.006,17.787,-0.021,4.212,0.535,28.591,-80.615,9.789,0.018,1.714e-5,-1.031,-0.057,2.08e4,4331,10.878,0.082,210.5,176.1,2.199,0.797,4.669e7,0,383.024,0.508,0.508,0.26,0.056,0.192,0.002,0.005,-3.739e-4,0,0,0,0,-1.493e-5,0.034,15.7,190,88.694,-0.057,1.953,7.246,878.2,335.69,0.05,0.285
4.436,1206.329,266.154,-27.921,266.187,27.929,17.997,-0.007,17.997,-0.021,4.181,0.685,28.591,-80.615,9.789,0.054,1.551e-5,-0.688,-0.014,2.08e4,4331,10.878,0.082,210.4,176.1,2.188,0.793,4.639e7,0,377.292,0.507,0.507,0.26,0.055,0.191,0.007,0.016,1.864e-4,0,0,0,0,-6.811e-6,0.034,15.7,190,88.751,-0.115,1.92,7.159,876.8,335.637,0.05,0.286
4.486,1219.602,264.765,-27.649,264.798,27.661,18.205,-0.007,18.205,-0.021,4.143,0.802,28.591,-80.615,9.788,0.057,1.409e-5,-0.115,-0.002,2.08e4,4331,10.878,0.082,210.2,176.1,2.179,0.789,4.61e7,0,371.705,0.505,0.505,0.261,0.054,0.19,0.011,0.024,-1.153e-4,0,0,0,0,-1.511e-7,0.034,15.7,190,88.751,-0.057,1.965,7.073,875.4,335.585,0.05,0.287
4.536,1232.805,263.389,-27.387,263.421,27.398,18.411,-0.007,18.411,-0.021,4.103,0.767,28.591,-80.615,9.788,0.057,1.782e-5,0.63,-0.034,2.08e4,4331,10.878,0.082,210.2,176.1,2.176,0.785,4.582e7,0,366.243,0.503,0.503,0.261,0.053,0.189,0.01,0.022,-3.538e-4,0,0,0,0,6.082e-6,0.034,15.7,190,88.751,-0.028,2.01,6.987,874,335.533,0.05,0.287
4.586,1245.941,262.026,-27.135,262.058,27.14,18.615,-0.007,18.615,-0.021,4.07,0.548,28.591,-80.615,9.788,0.027,1.807e-5,1.089,-0.057,2.08e4,4331,10.878,0.082,210.3,176.1,2.182,0.781,4.553e7,0,360.897,0.502,0.502,0.261,0.052,0.189,0.004,0.007,-9.055e-5,0,0,0,0,1.814e-5,0.034,15.7,190,88.694,0.025,1.989,6.901,872.6,335.481,0.05,0.288
4.636,1259.008,260.676,-26.89,260.707,26.892,18.818,-0.007,18.818,-0.021,4.049,0.267,28.591,-80.615,9.788,0.038,2.303e-5,-1.031,-0.045,2.08e4,4331,10.878,0.082,210.2,176.1,2.177,0.777,4.525e7,0,355.675,0.5,0.5,0.261,0.051,0.188,0.005,0.011,4.413e-4,0,0,0,0,-1.733e-5,0.033,15.7,190,88.637,0.057,1.93,6.816,871.2,335.43,0.05,0.289
4.686,1272.008,259.337,-26.648,259.369,26.649,19.02,-0.007,19.02,-0.021,4.041,0.142,28.591,-80.615,9.788,0.057,1.59e-5,-0.573,-0.01,2.08e4,4331,10.878,0.082,210,176.1,2.167,0.773,4.497e7,0,350.578,0.499,0.499,0.261,0.051,0.187,0.009,0.019,9.297e-5,0,0,0,0,-5.006e-6,0.033,15.7,190,88.579,0.057,1.959,6.732,869.8,335.378,0.05,0.29
4.736,1284.942,258.011,-26.408,258.042,26.408,19.222,-0.007,19.222,-0.021,4.034,0.172,28.591,-80.615,9.788,0.057,1.658e-5,-0.024,-0.008,2.08e4,4331,10.878,0.082,210,176.1,2.165,0.77,4.469e7,0,345.593,0.498,0.498,0.261,0.05,0.186,0.008,0.017,7.768e-5,0,0,0,0,-9.331e-9,0.033,15.7,190,88.579,0.057,2.034,6.648,868.4,335.328,0.05,0.291
4.786,1297.81,256.696,-26.169,256.728,26.171,19.424,-0.007,19.424,-0.021,4.022,0.325,28.591,-80.615,9.788,0.025,1.65e-5,0.344,-0.006,2.08e4,4331,10.878,0.082,210.1,176.1,2.169,0.766,4.442e7,0,340.715,0.496,0.496,0.262,0.049,0.186,0.003,0.007,-3.969e-4,0,0,0,0,1.829e-6,0.033,15.7,190,88.579,0.028,2.14,6.564,867.1,335.277,0.05,0.293
4.836,1310.612,255.394,-25.937,255.425,25.94,19.624,-0.007,19.624,-0.021,4.002,0.411,28.591,-80.615,9.788,0.002,1.797e-5,0.401,-0.033,2.08e4,4331,10.878,0.082,210.1,176.1,2.17,0.762,4.415e7,0,335.935,0.495,0.495,0.262,0.048,0.185,3.213e-4,8.734e-4,-5.993e-5,0,0,0,0,2.903e-6,0.033,15.7,190,88.637,-0.01,2.139,6.481,865.7,335.226,0.05,0.294
4.886,1323.349,254.103,-25.709,254.134,25.715,19.824,-0.007,19.824,-0.02,3.978,0.576,28.591,-80.615,9.788,0.04,1.538e-5,-0.344,0.006,2.08e4,4331,10.878,0.082,209.9,176.1,2.159,0.758,4.388e7,0,331.264,0.494,0.494,0.262,0.047,0.184,0.005,0.011,2.592e-4,0,0,0,0,-1.828e-6,0.033,15.7,190,88.637,-0.037,2.228,6.398,864.4,335.176,0.05,0.295
4.936,1336.022,252.823,-25.489,252.854,25.494,20.022,-0.007,20.022,-0.02,3.949,0.538,28.591,-80.615,9.788,0.033,1.641e-5,0.034,-0.005,2.08e4,4331,10.878,0.082,209.9,176.1,2.157,0.755,4.361e7,0,326.675,0.492,0.492,0.262,0.047,0.183,0.004,0.009,-1.814e-4,0,0,0,0,1.946e-8,0.032,15.7,190,88.637,-0.035,2.163,6.316,863,335.126,0.05,0.295
4.986,1348.632,251.554,-25.275,251.584,25.279,20.219,-0.007,20.219,-0.02,3.924,0.437,28.591,-80.615,9.788,0.009,1.701e-5,0.172,-0.012,2.08e4,4331,10.878,0.082,209.9,176.1,2.158,0.751,4.335e7,0,322.178,0.491,0.491,0.262,0.046,0.183,0.001,0.003,3.337e-4,0,0,0,0,4.723e-7,0.032,15.7,190,88.637,-0.021,2.071,6.234,861.7,335.077,0.05,0.296
5.036,1361.178,250.295,-25.063,250.326,25.067,20.414,-0.007,20.414,-0.02,3.903,0.481,28.591,-80.615,9.788,0.021,1.616e-5,0.229,-0.015,2.08e4,4331,10.878,0.082,209.8,176.1,2.153,0.747,4.309e7,0,317.787,0.49,0.49,0.262,0.045,0.182,0.003,0.005,-3.888e-4,0,0,0,0,8.795e-7,0.032,15.7,190,88.637,0.006,2.16,6.152,860.3,335.027,0.05,0.297
5.086,1373.661,249.047,-24.856,249.078,24.86,20.609,-0.007,20.609,-0.02,3.879,0.443,28.591,-80.615,9.788,0.012,1.64e-5,0.401,-0.027,2.08e4,4331,10.878,0.082,209.8,176.1,2.152,0.744,4.283e7,0,313.479,0.489,0.489,0.263,0.045,0.181,0.002,0.004,-2.198e-4,0,0,0,0,2.809e-6,0.032,15.7,190,88.637,0.022,2.186,6.071,859,334.978,0.05,0.298
5.136,1386.083,247.81,-24.655,247.84,24.657,20.802,-0.007,20.802,-0.02,3.859,0.354,28.591,-80.615,9.788,0.011,2.012e-5,-0.401,-0.044,2.08e4,4331,10.878,0.082,209.7,176.1,2.149,0.74,4.257e7,0,309.251,0.488,0.488,0.263,0.044,0.181,0.001,0.003,-2.987e-4,0,0,0,0,-2.698e-6,0.032,15.7,190,88.579,0.03,2.163,5.99,857.7,334.929,0.05,0.299
5.186,1398.443,246.582,-24.458,246.612,24.459,20.995,-0.007,20.995,-0.02,3.844,0.242,28.591,-80.615,9.788,0.04,1.648e-5,-0.229,-0.004,2.08e4,4331,10.878,0.082,209.6,176.1,2.14,0.737,4.232e7,0,305.103,0.486,0.486,0.263,0.043,0.18,0.005,0.011,3.866e-4,0,0,0,0,-8.966e-7,0.032,15.7,190,88.579,0.032,2.094,5.91,856.4,334.88,0.05,0.299
5.236,1410.741,245.364,-24.262,245.394,24.263,21.187,-0.007,21.187,-0.02,3.832,0.283,28.591,-80.615,9.788,0.028,1.694e-5,0.057,0.001,2.08e4,4331,10.878,0.082,209.6,176.1,2.139,0.733,4.207e7,0,301.041,0.485,0.485,0.263,0.043,0.18,0.004,0.008,-4.879e-4,0,0,0,0,7.231e-8,0.031,15.7,190,88.579,0.017,2.142,5.83,855.1,334.832,0.05,0.3
5.286,1422.979,244.156,-24.067,244.185,24.071,21.378,-0.007,21.378,-0.019,3.815,0.406,28.591,-80.615,9.788,0.006,1.623e-5,-0.115,0.008,2.08e4,4331,10.878,0.082,209.6,176.1,2.141,0.73,4.182e7,0,297.061,0.484,0.484,0.263,0.042,0.179,7.068e-4,0.002,3.546e-4,0,0,0,0,-3.227e-7,0.031,15.7,190,88.579,0.006,2.254,5.751,853.8,334.784,0.05,0.301
5.336,1435.157,242.957,-23.881,242.987,23.883,21.568,-0.007,21.568,-0.019,3.795,0.313,28.591,-80.615,9.788,0.018,1.676e-5,0.115,-0.007,2.08e4,4331,10.878,0.082,209.5,176.1,2.135,0.726,4.157e7,0,293.137,0.483,0.483,0.263,0.042,0.178,0.002,0.005,-2.641e-4,0,0,0,0,1.78e-7,0.031,15.7,190,88.579,-0.006,2.119,5.671,852.5,334.736,0.05,0.301
5.386,1447.275,241.767,-23.696,241.797,23.698,21.758,-0.007,21.758,-0.019,3.781,0.289,28.591,-80.615,9.788,0.022,1.626e-5,0.286,0.003,2.08e4,4331,10.878,0.082,209.5,176.1,2.132,0.723,4.132e7,0,289.291,0.482,0.482,0.263,0.041,0.178,0.003,0.006,-1.954e-4,0,0,0,0,1.781e-6,0.031,15.7,190,88.579,-0.014,2.035,5.593,851.2,334.688,0.05,0.302
5.436,1459.334,240.587,-23.513,240.617,23.516,21.946,-0.007,21.946,-0.019,3.765,0.359,28.591,-80.615,9.788,8.629e-4,1.831e-5,0.344,-0.115,2.08e4,4331,10.878,0.082,209.5,176.1,2.133,0.719,4.108e7,0,285.52,0.481,0.481,0.264,0.04,0.177,1.105e-4,4.836e-4,-2.602e-4,0,0,0,0,2.257e-6,0.031,15.7,190,88.637,-0.006,2.044,5.514,849.9,334.641,0.05,0.303
